State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,Uninsured
8,53,Hinsdale,Colorado,CO,78,17.87741935483871,77.87307692307692,15.256756756756756,18.888461538461538,19.633333333333336,4.283333333333333,168
8,55,Huerfano,Colorado,CO,87,17.87741935483871,77.87307692307692,15.256756756756756,18.888461538461538,19.633333333333336,4.283333333333333,1576
8,57,Jackson,Colorado,CO,80,17.87741935483871,77.87307692307692,15.256756756756756,18.888461538461538,19.633333333333336,4.283333333333333,307
8,59,Jefferson,Colorado,CO,2,13.9,74.9,14.2,20.8,20.0,4.1,61303
8,61,Kiowa,Colorado,CO,79,17.87741935483871,77.87307692307692,15.256756756756756,18.888461538461538,19.633333333333336,4.283333333333333,324
8,63,Kit Carson,Colorado,CO,82,17.87741935483871,77.87307692307692,15.256756756756756,18.888461538461538,19.633333333333336,1.5,1510
8,65,Lake,Colorado,CO,38,12.1,86.9,15.256756756756756,18.888461538461538,19.633333333333336,1.9,1460
8,67,La Plata,Colorado,CO,28,12.1,67.8,8.7,16.5,20.9,1.4,6532
8,69,Larimer,Colorado,CO,11,13.6,75.8,12.8,18.4,20.7,3.5,33688
8,71,Las Animas,Colorado,CO,87,17.87741935483871,77.87307692307692,20.5,18.888461538461538,19.633333333333336,11.0,3294
